"s_fips","c_fips","county","state"
22,121,"WEST BATON ROUGE PARISH","LOUISIANA"
22,123,"WEST CARROLL PARISH","LOUISIANA"
22,125,"WEST FELICIANA PARISH","LOUISIANA"
22,127,"WINN PARISH","LOUISIANA"
22,47,"IBERVILLE PARISH","LOUISIANA"
22,49,"JACKSON PARISH","LOUISIANA"
22,51,"JEFFERSON PARISH","LOUISIANA"
22,53,"JEFFERSON DAVIS PARISH","LOUISIANA"
22,55,"LAFAYETTE PARISH","LOUISIANA"
22,57,"LAFOURCHE PARISH","LOUISIANA"
22,59,"LASALLE PARISH","LOUISIANA"
22,61,"LINCOLN PARISH","LOUISIANA"
22,63,"LIVINGSTON PARISH","LOUISIANA"
22,65,"MADISON PARISH","LOUISIANA"
22,67,"MOREHOUSE PARISH","LOUISIANA"
22,69,"NATCHITOCHES PARISH","LOUISIANA"
22,71,"ORLEANS PARISH","LOUISIANA"
22,73,"OUACHITA PARISH","LOUISIANA"
22,75,"PLAQUEMINES PARISH","LOUISIANA"
22,77,"POINTE COUPEE PARISH","LOUISIANA"
22,79,"RAPIDES PARISH","LOUISIANA"
22,81,"RED RIVER PARISH","LOUISIANA"
22,83,"RICHLAND PARISH","LOUISIANA"
22,85,"SABINE PARISH","LOUISIANA"
22,87,"ST. BERNARD PARISH","LOUISIANA"
22,89,"ST. CHARLES PARISH","LOUISIANA"
22,37,"EAST FELICIANA PARISH","LOUISIANA"
22,39,"EVANGELINE PARISH","LOUISIANA"
22,15,"BOSSIER PARISH","LOUISIANA"
22,17,"CADDO PARISH","LOUISIANA"
22,19,"CALCASIEU PARISH","LOUISIANA"
22,21,"CALDWELL PARISH","LOUISIANA"
22,23,"CAMERON PARISH","LOUISIANA"
22,25,"CATAHOULA PARISH","LOUISIANA"
22,27,"CLAIBORNE PARISH","LOUISIANA"
22,29,"CONCORDIA PARISH","LOUISIANA"
22,31,"DE SOTO PARISH","LOUISIANA"
22,33,"EAST BATON ROUGE PARISH","LOUISIANA"
22,35,"EAST CARROLL PARISH","LOUISIANA"
22,45,"IBERIA PARISH","LOUISIANA"
22,41,"FRANKLIN PARISH","LOUISIANA"
22,43,"GRANT PARISH","LOUISIANA"
23,19,"PENOBSCOT COUNTY","MAINE"
23,17,"OXFORD COUNTY","MAINE"
23,1,"ANDROSCOGGIN COUNTY","MAINE"
23,3,"AROOSTOOK COUNTY","MAINE"
23,5,"CUMBERLAND COUNTY","MAINE"
23,7,"FRANKLIN COUNTY","MAINE"
23,9,"HANCOCK COUNTY","MAINE"
23,11,"KENNEBEC COUNTY","MAINE"
23,13,"KNOX COUNTY","MAINE"
23,15,"LINCOLN COUNTY","MAINE"
23,25,"SOMERSET COUNTY","MAINE"
23,27,"WALDO COUNTY","MAINE"
23,21,"PISCATAQUIS COUNTY","MAINE"
23,23,"SAGADAHOC COUNTY","MAINE"
23,29,"WASHINGTON COUNTY","MAINE"
23,31,"YORK COUNTY","MAINE"
24,15,"CECIL COUNTY","MARYLAND"
24,17,"CHARLES COUNTY","MARYLAND"
24,1,"ALLEGANY COUNTY","MARYLAND"
24,3,"ANNE ARUNDEL COUNTY","MARYLAND"
24,5,"BALTIMORE COUNTY","MARYLAND"
24,9,"CALVERT COUNTY","MARYLAND"
24,11,"CAROLINE COUNTY","MARYLAND"
24,13,"CARROLL COUNTY","MARYLAND"
24,39,"SOMERSET COUNTY","MARYLAND"
24,41,"TALBOT COUNTY","MARYLAND"
24,43,"WASHINGTON COUNTY","MARYLAND"
24,19,"DORCHESTER COUNTY","MARYLAND"
24,21,"FREDERICK COUNTY","MARYLAND"
24,23,"GARRETT COUNTY","MARYLAND"
24,25,"HARFORD COUNTY","MARYLAND"
24,27,"HOWARD COUNTY","MARYLAND"
24,29,"KENT COUNTY","MARYLAND"
24,31,"MONTGOMERY COUNTY","MARYLAND"
24,33,"PRINCE GEORGE'S COUNTY","MARYLAND"
24,35,"QUEEN ANNE'S COUNTY","MARYLAND"
24,37,"ST. MARY'S COUNTY","MARYLAND"
24,47,"WORCESTER COUNTY","MARYLAND"
24,510,"BALTIMORE CITY","MARYLAND"
24,45,"WICOMICO COUNTY","MARYLAND"
25,19,"NANTUCKET COUNTY","MASSACHUSETTS"
25,15,"HAMPSHIRE COUNTY","MASSACHUSETTS"
25,17,"MIDDLESEX COUNTY","MASSACHUSETTS"
25,1,"BARNSTABLE COUNTY","MASSACHUSETTS"
25,3,"BERKSHIRE COUNTY","MASSACHUSETTS"
25,5,"BRISTOL COUNTY","MASSACHUSETTS"
25,7,"DUKES COUNTY","MASSACHUSETTS"
25,9,"ESSEX COUNTY","MASSACHUSETTS"
25,11,"FRANKLIN COUNTY","MASSACHUSETTS"
25,13,"HAMPDEN COUNTY","MASSACHUSETTS"
25,23,"PLYMOUTH COUNTY","MASSACHUSETTS"
25,25,"SUFFOLK COUNTY","MASSACHUSETTS"
25,27,"WORCESTER COUNTY","MASSACHUSETTS"
25,21,"NORFOLK COUNTY","MASSACHUSETTS"
26,97,"MACKINAC COUNTY","MICHIGAN"
26,99,"MACOMB COUNTY","MICHIGAN"
26,101,"MANISTEE COUNTY","MICHIGAN"
26,163,"WAYNE COUNTY","MICHIGAN"
26,165,"WEXFORD COUNTY","MICHIGAN"
26,5,"ALLEGAN COUNTY","MICHIGAN"
26,7,"ALPENA COUNTY","MICHIGAN"
26,9,"ANTRIM COUNTY","MICHIGAN"
26,11,"ARENAC COUNTY","MICHIGAN"
26,13,"BARAGA COUNTY","MICHIGAN"
26,15,"BARRY COUNTY","MICHIGAN"
26,17,"BAY COUNTY","MICHIGAN"
26,19,"BENZIE COUNTY","MICHIGAN"
26,103,"MARQUETTE COUNTY","MICHIGAN"
26,105,"MASON COUNTY","MICHIGAN"
26,107,"MECOSTA COUNTY","MICHIGAN"
26,109,"MENOMINEE COUNTY","MICHIGAN"
26,111,"MIDLAND COUNTY","MICHIGAN"
26,113,"MISSAUKEE COUNTY","MICHIGAN"
26,115,"MONROE COUNTY","MICHIGAN"
26,117,"MONTCALM COUNTY","MICHIGAN"
26,119,"MONTMORENCY COUNTY","MICHIGAN"
26,121,"MUSKEGON COUNTY","MICHIGAN"
26,123,"NEWAYGO COUNTY","MICHIGAN"
26,125,"OAKLAND COUNTY","MICHIGAN"
26,127,"OCEANA COUNTY","MICHIGAN"
26,129,"OGEMAW COUNTY","MICHIGAN"
26,131,"ONTONAGON COUNTY","MICHIGAN"
26,133,"OSCEOLA COUNTY","MICHIGAN"
26,135,"OSCODA COUNTY","MICHIGAN"
26,137,"OTSEGO COUNTY","MICHIGAN"
26,139,"OTTAWA COUNTY","MICHIGAN"
26,141,"PRESQUE ISLE COUNTY","MICHIGAN"
26,143,"ROSCOMMON COUNTY","MICHIGAN"
26,145,"SAGINAW COUNTY","MICHIGAN"
26,147,"ST. CLAIR COUNTY","MICHIGAN"
26,149,"ST. JOSEPH COUNTY","MICHIGAN"
26,151,"SANILAC COUNTY","MICHIGAN"
26,153,"SCHOOLCRAFT COUNTY","MICHIGAN"
26,155,"SHIAWASSEE COUNTY","MICHIGAN"
26,157,"TUSCOLA COUNTY","MICHIGAN"
26,159,"VAN BUREN COUNTY","MICHIGAN"
26,161,"WASHTENAW COUNTY","MICHIGAN"
26,1,"ALCONA COUNTY","MICHIGAN"
26,3,"ALGER COUNTY","MICHIGAN"
26,85,"LAKE COUNTY","MICHIGAN"
26,87,"LAPEER COUNTY","MICHIGAN"
26,89,"LEELANAU COUNTY","MICHIGAN"
26,91,"LENAWEE COUNTY","MICHIGAN"
26,93,"LIVINGSTON COUNTY","MICHIGAN"
26,95,"LUCE COUNTY","MICHIGAN"
26,43,"DICKINSON COUNTY","MICHIGAN"
26,45,"EATON COUNTY","MICHIGAN"
26,21,"BERRIEN COUNTY","MICHIGAN"
26,23,"BRANCH COUNTY","MICHIGAN"
26,25,"CALHOUN COUNTY","MICHIGAN"
26,27,"CASS COUNTY","MICHIGAN"
26,29,"CHARLEVOIX COUNTY","MICHIGAN"
26,31,"CHEBOYGAN COUNTY","MICHIGAN"
26,33,"CHIPPEWA COUNTY","MICHIGAN"
26,35,"CLARE COUNTY","MICHIGAN"
26,37,"CLINTON COUNTY","MICHIGAN"
26,39,"CRAWFORD COUNTY","MICHIGAN"
26,41,"DELTA COUNTY","MICHIGAN"
26,69,"IOSCO COUNTY","MICHIGAN"
26,71,"IRON COUNTY","MICHIGAN"
26,47,"EMMET COUNTY","MICHIGAN"
26,49,"GENESEE COUNTY","MICHIGAN"
26,51,"GLADWIN COUNTY","MICHIGAN"
26,53,"GOGEBIC COUNTY","MICHIGAN"
26,55,"GRAND TRAVERSE COUNTY","MICHIGAN"
26,57,"GRATIOT COUNTY","MICHIGAN"
26,59,"HILLSDALE COUNTY","MICHIGAN"
26,61,"HOUGHTON COUNTY","MICHIGAN"
26,63,"HURON COUNTY","MICHIGAN"
26,65,"INGHAM COUNTY","MICHIGAN"
26,67,"IONIA COUNTY","MICHIGAN"
26,77,"KALAMAZOO COUNTY","MICHIGAN"
26,79,"KALKASKA COUNTY","MICHIGAN"
26,73,"ISABELLA COUNTY","MICHIGAN"
26,75,"JACKSON COUNTY","MICHIGAN"
26,81,"KENT COUNTY","MICHIGAN"
26,83,"KEWEENAW COUNTY","MICHIGAN"
27,13,"BLUE EARTH COUNTY","MINNESOTA"
27,15,"BROWN COUNTY","MINNESOTA"
27,1,"AITKIN COUNTY","MINNESOTA"
27,3,"ANOKA COUNTY","MINNESOTA"
27,5,"BECKER COUNTY","MINNESOTA"
27,7,"BELTRAMI COUNTY","MINNESOTA"
27,9,"BENTON COUNTY","MINNESOTA"
27,11,"BIG STONE COUNTY","MINNESOTA"
27,173,"YELLOW MEDICINE COUNTY","MINNESOTA"
27,91,"MARTIN COUNTY","MINNESOTA"
27,93,"MEEKER COUNTY","MINNESOTA"
27,95,"MILLE LACS COUNTY","MINNESOTA"
27,17,"CARLTON COUNTY","MINNESOTA"
27,19,"CARVER COUNTY","MINNESOTA"
27,21,"CASS COUNTY","MINNESOTA"
27,23,"CHIPPEWA COUNTY","MINNESOTA"
27,25,"CHISAGO COUNTY","MINNESOTA"
27,27,"CLAY COUNTY","MINNESOTA"
27,29,"CLEARWATER COUNTY","MINNESOTA"
27,31,"COOK COUNTY","MINNESOTA"
27,33,"COTTONWOOD COUNTY","MINNESOTA"
27,35,"CROW WING COUNTY","MINNESOTA"
27,37,"DAKOTA COUNTY","MINNESOTA"
27,39,"DODGE COUNTY","MINNESOTA"
27,41,"DOUGLAS COUNTY","MINNESOTA"
27,43,"FARIBAULT COUNTY","MINNESOTA"
27,45,"FILLMORE COUNTY","MINNESOTA"
27,47,"FREEBORN COUNTY","MINNESOTA"
27,49,"GOODHUE COUNTY","MINNESOTA"
27,51,"GRANT COUNTY","MINNESOTA"
27,53,"HENNEPIN COUNTY","MINNESOTA"
27,55,"HOUSTON COUNTY","MINNESOTA"
27,57,"HUBBARD COUNTY","MINNESOTA"
27,59,"ISANTI COUNTY","MINNESOTA"
27,61,"ITASCA COUNTY","MINNESOTA"
27,63,"JACKSON COUNTY","MINNESOTA"
27,65,"KANABEC COUNTY","MINNESOTA"
27,67,"KANDIYOHI COUNTY","MINNESOTA"
27,69,"KITTSON COUNTY","MINNESOTA"
27,71,"KOOCHICHING COUNTY","MINNESOTA"
27,73,"LAC QUI PARLE COUNTY","MINNESOTA"
27,75,"LAKE COUNTY","MINNESOTA"
27,77,"LAKE OF THE WOODS COUNTY","MINNESOTA"
27,79,"LE SUEUR COUNTY","MINNESOTA"
27,81,"LINCOLN COUNTY","MINNESOTA"
27,83,"LYON COUNTY","MINNESOTA"
27,85,"MCLEOD COUNTY","MINNESOTA"
27,87,"MAHNOMEN COUNTY","MINNESOTA"
27,89,"MARSHALL COUNTY","MINNESOTA"
27,171,"WRIGHT COUNTY","MINNESOTA"
27,119,"POLK COUNTY","MINNESOTA"
27,121,"POPE COUNTY","MINNESOTA"
27,97,"MORRISON COUNTY","MINNESOTA"
27,99,"MOWER COUNTY","MINNESOTA"
27,101,"MURRAY COUNTY","MINNESOTA"
27,103,"NICOLLET COUNTY","MINNESOTA"
27,105,"NOBLES COUNTY","MINNESOTA"
27,107,"NORMAN COUNTY","MINNESOTA"
27,109,"OLMSTED COUNTY","MINNESOTA"
27,111,"OTTER TAIL COUNTY","MINNESOTA"
27,113,"PENNINGTON COUNTY","MINNESOTA"
27,115,"PINE COUNTY","MINNESOTA"
27,117,"PIPESTONE COUNTY","MINNESOTA"
27,145,"STEARNS COUNTY","MINNESOTA"
27,147,"STEELE COUNTY","MINNESOTA"
27,123,"RAMSEY COUNTY","MINNESOTA"
27,125,"RED LAKE COUNTY","MINNESOTA"
27,127,"REDWOOD COUNTY","MINNESOTA"
27,129,"RENVILLE COUNTY","MINNESOTA"
27,131,"RICE COUNTY","MINNESOTA"
27,133,"ROCK COUNTY","MINNESOTA"
27,135,"ROSEAU COUNTY","MINNESOTA"
27,137,"ST. LOUIS COUNTY","MINNESOTA"
27,139,"SCOTT COUNTY","MINNESOTA"
27,141,"SHERBURNE COUNTY","MINNESOTA"
27,143,"SIBLEY COUNTY","MINNESOTA"
27,153,"TODD COUNTY","MINNESOTA"
27,155,"TRAVERSE COUNTY","MINNESOTA"
27,149,"STEVENS COUNTY","MINNESOTA"
27,151,"SWIFT COUNTY","MINNESOTA"
27,161,"WASECA COUNTY","MINNESOTA"
27,163,"WASHINGTON COUNTY","MINNESOTA"
27,157,"WABASHA COUNTY","MINNESOTA"
27,159,"WADENA COUNTY","MINNESOTA"
27,169,"WINONA COUNTY","MINNESOTA"
27,165,"WATONWAN COUNTY","MINNESOTA"
27,167,"WILKIN COUNTY","MINNESOTA"
28,5,"AMITE COUNTY","MISSISSIPPI"
28,3,"ALCORN COUNTY","MISSISSIPPI"
28,1,"ADAMS COUNTY","MISSISSIPPI"
28,83,"LEFLORE COUNTY","MISSISSIPPI"
28,85,"LINCOLN COUNTY","MISSISSIPPI"
28,7,"ATTALA COUNTY","MISSISSIPPI"
28,9,"BENTON COUNTY","MISSISSIPPI"
28,11,"BOLIVAR COUNTY","MISSISSIPPI"
28,13,"CALHOUN COUNTY","MISSISSIPPI"
28,15,"CARROLL COUNTY","MISSISSIPPI"
28,17,"CHICKASAW COUNTY","MISSISSIPPI"
28,19,"CHOCTAW COUNTY","MISSISSIPPI"
28,21,"CLAIBORNE COUNTY","MISSISSIPPI"
28,23,"CLARKE COUNTY","MISSISSIPPI"
28,25,"CLAY COUNTY","MISSISSIPPI"
28,27,"COAHOMA COUNTY","MISSISSIPPI"
28,29,"COPIAH COUNTY","MISSISSIPPI"
28,31,"COVINGTON COUNTY","MISSISSIPPI"
28,33,"DESOTO COUNTY","MISSISSIPPI"
28,35,"FORREST COUNTY","MISSISSIPPI"
28,37,"FRANKLIN COUNTY","MISSISSIPPI"
28,39,"GEORGE COUNTY","MISSISSIPPI"
28,41,"GREENE COUNTY","MISSISSIPPI"
28,43,"GRENADA COUNTY","MISSISSIPPI"
28,45,"HANCOCK COUNTY","MISSISSIPPI"
28,47,"HARRISON COUNTY","MISSISSIPPI"
28,49,"HINDS COUNTY","MISSISSIPPI"
28,51,"HOLMES COUNTY","MISSISSIPPI"
28,53,"HUMPHREYS COUNTY","MISSISSIPPI"
28,55,"ISSAQUENA COUNTY","MISSISSIPPI"
28,57,"ITAWAMBA COUNTY","MISSISSIPPI"
28,59,"JACKSON COUNTY","MISSISSIPPI"
28,61,"JASPER COUNTY","MISSISSIPPI"
28,63,"JEFFERSON COUNTY","MISSISSIPPI"
28,65,"JEFFERSON DAVIS COUNTY","MISSISSIPPI"
28,67,"JONES COUNTY","MISSISSIPPI"
28,69,"KEMPER COUNTY","MISSISSIPPI"
28,71,"LAFAYETTE COUNTY","MISSISSIPPI"
28,73,"LAMAR COUNTY","MISSISSIPPI"
28,75,"LAUDERDALE COUNTY","MISSISSIPPI"
28,77,"LAWRENCE COUNTY","MISSISSIPPI"
28,79,"LEAKE COUNTY","MISSISSIPPI"
28,81,"LEE COUNTY","MISSISSIPPI"
28,161,"YALOBUSHA COUNTY","MISSISSIPPI"
28,163,"YAZOO COUNTY","MISSISSIPPI"
28,111,"PERRY COUNTY","MISSISSIPPI"
28,87,"LOWNDES COUNTY","MISSISSIPPI"
28,89,"MADISON COUNTY","MISSISSIPPI"
28,91,"MARION COUNTY","MISSISSIPPI"
28,93,"MARSHALL COUNTY","MISSISSIPPI"
28,95,"MONROE COUNTY","MISSISSIPPI"
28,97,"MONTGOMERY COUNTY","MISSISSIPPI"
28,99,"NESHOBA COUNTY","MISSISSIPPI"
28,101,"NEWTON COUNTY","MISSISSIPPI"
28,103,"NOXUBEE COUNTY","MISSISSIPPI"
28,105,"OKTIBBEHA COUNTY","MISSISSIPPI"
28,107,"PANOLA COUNTY","MISSISSIPPI"
28,109,"PEARL RIVER COUNTY","MISSISSIPPI"
28,137,"TATE COUNTY","MISSISSIPPI"
28,113,"PIKE COUNTY","MISSISSIPPI"
28,115,"PONTOTOC COUNTY","MISSISSIPPI"
28,117,"PRENTISS COUNTY","MISSISSIPPI"
28,119,"QUITMAN COUNTY","MISSISSIPPI"
28,121,"RANKIN COUNTY","MISSISSIPPI"
28,123,"SCOTT COUNTY","MISSISSIPPI"
28,125,"SHARKEY COUNTY","MISSISSIPPI"
28,127,"SIMPSON COUNTY","MISSISSIPPI"
28,129,"SMITH COUNTY","MISSISSIPPI"
28,131,"STONE COUNTY","MISSISSIPPI"
28,133,"SUNFLOWER COUNTY","MISSISSIPPI"
28,135,"TALLAHATCHIE COUNTY","MISSISSIPPI"
28,145,"UNION COUNTY","MISSISSIPPI"
28,139,"TIPPAH COUNTY","MISSISSIPPI"
28,141,"TISHOMINGO COUNTY","MISSISSIPPI"
28,143,"TUNICA COUNTY","MISSISSIPPI"
28,153,"WAYNE COUNTY","MISSISSIPPI"
28,147,"WALTHALL COUNTY","MISSISSIPPI"
28,149,"WARREN COUNTY","MISSISSIPPI"
28,151,"WASHINGTON COUNTY","MISSISSIPPI"
28,155,"WEBSTER COUNTY","MISSISSIPPI"
28,157,"WILKINSON COUNTY","MISSISSIPPI"
28,159,"WINSTON COUNTY","MISSISSIPPI"
29,83,"HENRY COUNTY","MISSOURI"
29,79,"GRUNDY COUNTY","MISSOURI"
29,81,"HARRISON COUNTY","MISSOURI"
29,163,"PIKE COUNTY","MISSOURI"
29,85,"HICKORY COUNTY","MISSOURI"
29,87,"HOLT COUNTY","MISSOURI"
29,89,"HOWARD COUNTY","MISSOURI"
29,91,"HOWELL COUNTY","MISSOURI"
29,93,"IRON COUNTY","MISSOURI"
29,95,"JACKSON COUNTY","MISSOURI"
29,97,"JASPER COUNTY","MISSOURI"
29,99,"JEFFERSON COUNTY","MISSOURI"
29,101,"JOHNSON COUNTY","MISSOURI"
29,103,"KNOX COUNTY","MISSOURI"
29,105,"LACLEDE COUNTY","MISSOURI"
29,107,"LAFAYETTE COUNTY","MISSOURI"
29,109,"LAWRENCE COUNTY","MISSOURI"
29,111,"LEWIS COUNTY","MISSOURI"
29,113,"LINCOLN COUNTY","MISSOURI"
29,115,"LINN COUNTY","MISSOURI"
29,117,"LIVINGSTON COUNTY","MISSOURI"
29,119,"MCDONALD COUNTY","MISSOURI"
29,121,"MACON COUNTY","MISSOURI"
29,123,"MADISON COUNTY","MISSOURI"
29,125,"MARIES COUNTY","MISSOURI"
29,127,"MARION COUNTY","MISSOURI"
29,129,"MERCER COUNTY","MISSOURI"
29,131,"MILLER COUNTY","MISSOURI"
29,133,"MISSISSIPPI COUNTY","MISSOURI"
29,135,"MONITEAU COUNTY","MISSOURI"
29,137,"MONROE COUNTY","MISSOURI"
29,139,"MONTGOMERY COUNTY","MISSOURI"
29,141,"MORGAN COUNTY","MISSOURI"
29,143,"NEW MADRID COUNTY","MISSOURI"
29,145,"NEWTON COUNTY","MISSOURI"
29,147,"NODAWAY COUNTY","MISSOURI"
29,149,"OREGON COUNTY","MISSOURI"
29,151,"OSAGE COUNTY","MISSOURI"
29,153,"OZARK COUNTY","MISSOURI"
29,155,"PEMISCOT COUNTY","MISSOURI"
29,157,"PERRY COUNTY","MISSOURI"
29,159,"PETTIS COUNTY","MISSOURI"
29,161,"PHELPS COUNTY","MISSOURI"
29,1,"ADAIR COUNTY","MISSOURI"
29,3,"ANDREW COUNTY","MISSOURI"
29,5,"ATCHISON COUNTY","MISSOURI"
29,7,"AUDRAIN COUNTY","MISSOURI"
29,9,"BARRY COUNTY","MISSOURI"
29,11,"BARTON COUNTY","MISSOURI"
29,13,"BATES COUNTY","MISSOURI"
29,15,"BENTON COUNTY","MISSOURI"
29,17,"BOLLINGER COUNTY","MISSOURI"
29,19,"BOONE COUNTY","MISSOURI"
29,21,"BUCHANAN COUNTY","MISSOURI"
29,23,"BUTLER COUNTY","MISSOURI"
29,25,"CALDWELL COUNTY","MISSOURI"
29,27,"CALLAWAY COUNTY","MISSOURI"
29,29,"CAMDEN COUNTY","MISSOURI"
29,31,"CAPE GIRARDEAU COUNTY","MISSOURI"
29,33,"CARROLL COUNTY","MISSOURI"
29,35,"CARTER COUNTY","MISSOURI"
29,37,"CASS COUNTY","MISSOURI"
29,39,"CEDAR COUNTY","MISSOURI"
29,41,"CHARITON COUNTY","MISSOURI"
29,43,"CHRISTIAN COUNTY","MISSOURI"
29,45,"CLARK COUNTY","MISSOURI"
29,47,"CLAY COUNTY","MISSOURI"
29,49,"CLINTON COUNTY","MISSOURI"
29,51,"COLE COUNTY","MISSOURI"
29,53,"COOPER COUNTY","MISSOURI"
29,55,"CRAWFORD COUNTY","MISSOURI"
29,57,"DADE COUNTY","MISSOURI"
29,59,"DALLAS COUNTY","MISSOURI"
29,61,"DAVIESS COUNTY","MISSOURI"
29,63,"DEKALB COUNTY","MISSOURI"
29,65,"DENT COUNTY","MISSOURI"
29,67,"DOUGLAS COUNTY","MISSOURI"
29,69,"DUNKLIN COUNTY","MISSOURI"
29,71,"FRANKLIN COUNTY","MISSOURI"
29,73,"GASCONADE COUNTY","MISSOURI"
29,75,"GENTRY COUNTY","MISSOURI"
29,77,"GREENE COUNTY","MISSOURI"
29,185,"ST. CLAIR COUNTY","MISSOURI"
29,186,"STE. GENEVIEVE COUNTY","MISSOURI"
29,187,"ST. FRANCOIS COUNTY","MISSOURI"
29,165,"PLATTE COUNTY","MISSOURI"
29,167,"POLK COUNTY","MISSOURI"
29,169,"PULASKI COUNTY","MISSOURI"
29,171,"PUTNAM COUNTY","MISSOURI"
29,173,"RALLS COUNTY","MISSOURI"
29,175,"RANDOLPH COUNTY","MISSOURI"
29,177,"RAY COUNTY","MISSOURI"
29,179,"REYNOLDS COUNTY","MISSOURI"
29,181,"RIPLEY COUNTY","MISSOURI"
29,183,"ST. CHARLES COUNTY","MISSOURI"
29,213,"TANEY COUNTY","MISSOURI"
29,215,"TEXAS COUNTY","MISSOURI"
29,217,"VERNON COUNTY","MISSOURI"
29,189,"ST. LOUIS COUNTY","MISSOURI"
29,195,"SALINE COUNTY","MISSOURI"
29,197,"SCHUYLER COUNTY","MISSOURI"
29,199,"SCOTLAND COUNTY","MISSOURI"
29,201,"SCOTT COUNTY","MISSOURI"
29,203,"SHANNON COUNTY","MISSOURI"
29,205,"SHELBY COUNTY","MISSOURI"
29,207,"STODDARD COUNTY","MISSOURI"
29,209,"STONE COUNTY","MISSOURI"
29,211,"SULLIVAN COUNTY","MISSOURI"
29,221,"WASHINGTON COUNTY","MISSOURI"
29,223,"WAYNE COUNTY","MISSOURI"
29,225,"WEBSTER COUNTY","MISSOURI"
29,219,"WARREN COUNTY","MISSOURI"
29,229,"WRIGHT COUNTY","MISSOURI"
29,510,"ST. LOUIS CITY","MISSOURI"
29,227,"WORTH COUNTY","MISSOURI"
30,95,"STILLWATER COUNTY","MONTANA"
30,91,"SHERIDAN COUNTY","MONTANA"
30,93,"SILVER BOW COUNTY","MONTANA"
30,1,"BEAVERHEAD COUNTY","MONTANA"
30,3,"BIG HORN COUNTY","MONTANA"
30,5,"BLAINE COUNTY","MONTANA"
30,7,"BROADWATER COUNTY","MONTANA"
30,9,"CARBON COUNTY","MONTANA"
30,11,"CARTER COUNTY","MONTANA"
30,13,"CASCADE COUNTY","MONTANA"
30,97,"SWEET GRASS COUNTY","MONTANA"
30,99,"TETON COUNTY","MONTANA"
30,101,"TOOLE COUNTY","MONTANA"
30,103,"TREASURE COUNTY","MONTANA"
30,105,"VALLEY COUNTY","MONTANA"
30,107,"WHEATLAND COUNTY","MONTANA"
30,109,"WIBAUX COUNTY","MONTANA"
30,111,"YELLOWSTONE COUNTY","MONTANA"
30,31,"GALLATIN COUNTY","MONTANA"
30,33,"GARFIELD COUNTY","MONTANA"
30,35,"GLACIER COUNTY","MONTANA"
30,37,"GOLDEN VALLEY COUNTY","MONTANA"
30,39,"GRANITE COUNTY","MONTANA"
30,41,"HILL COUNTY","MONTANA"
30,43,"JEFFERSON COUNTY","MONTANA"
30,45,"JUDITH BASIN COUNTY","MONTANA"
30,47,"LAKE COUNTY","MONTANA"
30,49,"LEWIS AND CLARK COUNTY","MONTANA"
30,51,"LIBERTY COUNTY","MONTANA"
30,53,"LINCOLN COUNTY","MONTANA"
30,55,"MCCONE COUNTY","MONTANA"
30,57,"MADISON COUNTY","MONTANA"
30,59,"MEAGHER COUNTY","MONTANA"
30,61,"MINERAL COUNTY","MONTANA"
30,63,"MISSOULA COUNTY","MONTANA"
30,65,"MUSSELSHELL COUNTY","MONTANA"
30,67,"PARK COUNTY","MONTANA"
30,69,"PETROLEUM COUNTY","MONTANA"
30,71,"PHILLIPS COUNTY","MONTANA"
30,73,"PONDERA COUNTY","MONTANA"
30,75,"POWDER RIVER COUNTY","MONTANA"
30,77,"POWELL COUNTY","MONTANA"
30,79,"PRAIRIE COUNTY","MONTANA"
30,81,"RAVALLI COUNTY","MONTANA"
30,83,"RICHLAND COUNTY","MONTANA"
30,85,"ROOSEVELT COUNTY","MONTANA"
30,87,"ROSEBUD COUNTY","MONTANA"
30,89,"SANDERS COUNTY","MONTANA"
30,19,"DANIELS COUNTY","MONTANA"
30,21,"DAWSON COUNTY","MONTANA"
30,15,"CHOUTEAU COUNTY","MONTANA"
30,17,"CUSTER COUNTY","MONTANA"
30,27,"FERGUS COUNTY","MONTANA"
30,29,"FLATHEAD COUNTY","MONTANA"
30,23,"DEER LODGE COUNTY","MONTANA"
30,25,"FALLON COUNTY","MONTANA"
31,61,"FRANKLIN COUNTY","NEBRASKA"
31,63,"FRONTIER COUNTY","NEBRASKA"
31,1,"ADAMS COUNTY","NEBRASKA"
31,3,"ANTELOPE COUNTY","NEBRASKA"
31,5,"ARTHUR COUNTY","NEBRASKA"
31,7,"BANNER COUNTY","NEBRASKA"
31,9,"BLAINE COUNTY","NEBRASKA"
31,11,"BOONE COUNTY","NEBRASKA"
31,13,"BOX BUTTE COUNTY","NEBRASKA"
31,15,"BOYD COUNTY","NEBRASKA"
31,17,"BROWN COUNTY","NEBRASKA"
31,19,"BUFFALO COUNTY","NEBRASKA"
31,21,"BURT COUNTY","NEBRASKA"
31,23,"BUTLER COUNTY","NEBRASKA"
31,25,"CASS COUNTY","NEBRASKA"
31,27,"CEDAR COUNTY","NEBRASKA"
31,29,"CHASE COUNTY","NEBRASKA"
31,31,"CHERRY COUNTY","NEBRASKA"
31,33,"CHEYENNE COUNTY","NEBRASKA"
31,35,"CLAY COUNTY","NEBRASKA"
31,37,"COLFAX COUNTY","NEBRASKA"
31,39,"CUMING COUNTY","NEBRASKA"
31,41,"CUSTER COUNTY","NEBRASKA"
31,43,"DAKOTA COUNTY","NEBRASKA"
31,45,"DAWES COUNTY","NEBRASKA"
31,47,"DAWSON COUNTY","NEBRASKA"
